"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/DustinsFolder/particlematerial.particlematerial","0","0","143","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","24","1","0.000000","0","0"
"/Game/DustinsFolder/lasersquaremat.lasersquaremat","0","0","143","1","0.000000","0","0"
"/Game/DustinsFolder/RingMat.RingMat","0","0","115","1","0.000000","0","0"
"/Game/MadisonsFolder/Meshes/Gun_BowlingPin/lambert1.lambert1","0","0","15","1","0.000000","0","0"
"/Game/MadisonsFolder/Textures/Gun1/Gun_PinShooter.Gun_PinShooter","0","0","15","1","0.000000","0","0"
"/Game/RobertFunZone/Gun/lambert1.lambert1","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","26","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","34","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","34","1","0.000000","0","0"
"/Game/VirtualReality/Materials/M_BaseMaterial.M_BaseMaterial","0","0","60","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","24","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","68","1","0.000000","0","0"
"/Game/DustinsFolder/ekectrucbean.ekectrucbean","0","0","143","1","0.000000","0","0"
"/Game/DustinsFolder/UFOTrailMat.UFOTrailMat","0","0","143","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","52","1","0.000000","0","0"
"/Game/DustinsFolder/UFOSpawnTrailMat.UFOSpawnTrailMat","0","0","115","1","0.000000","0","0"
"/Game/VirtualReality/Materials/GenericHMDMaterial.GenericHMDMaterial","0","0","39","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Interior.M_BoxTruck_Interior","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Chassis.M_BoxTruck_Chassis","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Box.M_BoxTruck_Box","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Body.M_BoxTruck_Body","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/SUV/M_SUV_Under.M_SUV_Under","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/SUV/M_SUV_Interior.M_SUV_Interior","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/Pickup/M_Pickup_Body.M_Pickup_Body","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/SUV/M_SUV_Body.M_SUV_Body","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/SportsCar/M_SportsCar_Under.M_SportsCar_Under","0","0","48","1","0.000000","0","0"
"/Game/Stephens_Folder/Hero_Models/UFO_1/MainShip_RevisedUvs.MainShip_RevisedUvs","0","0","15","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","45","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","45","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","143","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","24","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","4","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","8","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","4","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","24","1","0.000000","0","0"
"/Game/DustinsFolder/FireThingMat.FireThingMat","0","0","72","1","0.000000","0","0"
"/Game/MadisonsFolder/NaturePackage/Materials/BaseMaterial/Flora_twoSides.Flora_twoSides","0","0","202","2","0.000000","0","202"
"/Game/MadisonsFolder/Meshes/Imports/lambert1.lambert1","0","0","15","1","0.000000","0","0"
"/Game/MadisonsFolder/NaturePackage/Materials/BaseMaterial/bese_material.bese_material","0","0","236","4","0.000000","0","0"
"/Game/MadisonsFolder/NaturePackage/Materials/BaseMaterial/Sky.Sky","0","0","4","1","0.000000","0","0"
"/Game/DustinsFolder/FireflyMat.FireflyMat","0","0","143","1","0.000000","0","0"
"/Game/MadisonsFolder/Material_assets/Landscape_mat.Landscape_mat","0","0","67","3","0.000000","0","0"
"/Game/Movies/AlienMat.AlienMat","0","15","15","1","10.533758","0","0"
"/Game/MadisonsFolder/Material_assets/FenceBarrier_TX_Mat.FenceBarrier_TX_Mat","0","0","15","1","0.000000","0","0"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","0","48","1","0.000000","0","0"
"/Game/MadisonsFolder/NaturePackage/Materials/BaseMaterial/Flora_back.Flora_back","0","0","334","2","0.000000","0","167"
"/Game/MadisonsFolder/NaturePackage/Materials/BaseMaterial/base_Water.base_Water","0","0","15","1","0.000000","0","0"
"/Game/MadisonsFolder/NaturePackage/Materials/BaseMaterial/Ground.Ground","0","0","24","1","0.000000","0","0"
"/Game/MadisonsFolder/NaturePackage/Materials/ground/Terrain.Terrain","0","0","200","5","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","24","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","26","1","0.000000","0","0"
"/Game/Stephens_Folder/Hero_Models/Gun_1/GunMainMaterial.GunMainMaterial","0","0","24","1","0.000000","0","0"
"/Game/Stephens_Folder/Hero_Model_Texture/UFO_1/UFO_Material.UFO_Material","0","0","24","1","0.000000","0","0"
"/Game/Stephens_Folder/Hero_Model_Texture/UFO_1_Revised/UFO1_ReviseTextures.UFO1_ReviseTextures","0","0","15","1","0.000000","0","0"
"/Game/Stephens_Folder/Hero_Models/UFO_1_Revised/MainShip_RevisedUvs.MainShip_RevisedUvs","0","0","15","1","0.000000","0","0"
"/Game/Stephens_Folder/Hero_Models/Gun_1_Revised/GunMainMaterial.GunMainMaterial","0","0","15","1","0.000000","0","0"
"/Game/Stephens_Folder/Hero_Model_Texture/Gun_1_Revised/Gun1_RevisedTextures.Gun1_RevisedTextures","0","0","24","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/SportsCar/M_SportsCar_Interior.M_SportsCar_Interior","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/SportsCar/M_SportsCar_Body.M_SportsCar_Body","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/Pickup/M_Pickup_Under.M_Pickup_Under","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/Pickup/M_Pickup_Interior.M_Pickup_Interior","0","0","117","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/Masters/M_Floor.M_Floor","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/Masters/M_Glass.M_Glass","0","0","216","2","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/Hatchback/M_Hatchback_Under.M_Hatchback_Under","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/Hatchback/M_Hatchback_Interior.M_Hatchback_Interior","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/Hatchback/M_Hatchback_Body.M_Hatchback_Body","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/Masters/M_Blank.M_Blank","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","15","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","15","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","48","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","51","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","24","1","0.000000","0","0"
"/Game/RobertFunZone/Levels/screen3.screen3","0","0","15","1","0.000000","0","0"
"/Game/RobertFunZone/Levels/Screen2.Screen2","0","0","15","1","0.000000","0","0"
"/Game/RobertFunZone/Levels/Screen.Screen","0","0","15","1","0.000000","0","0"
"/Game/RobertFunZone/Levels/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","15","1","0.000000","0","0"
"/Game/RobertFunZone/Levels/M_Metal_Copper.M_Metal_Copper","0","0","15","1","0.000000","0","0"
"/Game/RobertFunZone/Levels/M_Basic_Wall.M_Basic_Wall","0","0","15","1","0.000000","0","0"
"/Game/RobertFunZone/Levels/BasicShapeMaterial.BasicShapeMaterial","0","0","15","1","0.000000","0","0"
"/Game/RobertFunZone/Characters/OLDship_parts/MainShip_RevisedUvs.MainShip_RevisedUvs","0","0","15","1","0.000000","0","0"
"/Game/RobertFunZone/Characters/NEWship_parts/MainShip_RevisedUvs.MainShip_RevisedUvs","0","0","15","1","0.000000","0","0"
"/Game/MadisonsFolder/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Summer.MA_Summer","0","0","909","9","0.000000","0","3232"
"/Game/MadisonsFolder/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Imposter.MA_Imposter","0","0","202","2","0.000000","0","1313"
"/Game/MadisonsFolder/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_GroundSummer.MA_GroundSummer","0","0","77","1","0.000000","0","0"
"/Game/MadisonsFolder/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Winter.MA_Winter","0","0","101","1","0.000000","0","0"
"/Game/MadisonsFolder/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_GroundWinter.MA_GroundWinter","0","102","0","1","0.000000","0","0"
"/Game/MadisonsFolder/NaturePackage/Materials/flora/invisible.invisible","0","0","38","1","0.000000","0","0"
"/Game/MadisonsFolder/NaturePackage/Materials/BaseMaterial/Gray_M2.Gray_M2","0","0","30","1","0.000000","0","0"
